omim,title,prevalence,onset_age,disease_def,synonym
619185,Orphanet: Joubert syndrome,1-9 / 100 000,Antenatal,"A rare, autosomal recessive congenital cerebellar ataxia characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones.","CPD IV,Cerebelloparenchymal disorder IV,Classic Joubert syndrome,Joubert syndrome type A,Joubert-Boltshauser syndrome,Pure Joubert syndrome"
614969,Orphanet: Pontocerebellar hypoplasia type 7,&lt;1 / 1 000 000,"Infancy,Neonatal","Pontocerebellar hypoplasia type 7 (PCH7) is a novel very rare form of pontocerebellar hypoplasia (see this term) with unknown etiology and poor prognosis reported in four patients and is characterized clinically during the neonatal period by hypotonia, no palpable gonads, micropenis and from infancy by progressive microcephaly, apneic episodes, poor feeding, seizures and regression of penis. MRI demonstrates a pontocerebellar hypoplasia. PCH7 is expressed as PCH with 46,XY disorder of sex development (see this term) in individuals with XY karyotype, and may be expressed as PCH only in individuals with XX karyotype.","PCH7,Pontocerebellar hypoplasia-46,XY disorder of sex development syndrome"
614963,Orphanet: Obesity due to leptin receptor gene deficiency,-,-,"A rare, genetic, non-syndromic, obesity disease characterized by severe, early-onset obesity, associated with major hyperphagia and endocrine abnormalities, resulting from leptin receptor deficiency.",
614962,Orphanet: Obesity due to congenital leptin deficiency,&lt;1 / 1 000 000,Childhood,Congenital leptin deficiency is a form of monogenic obesity characterised by severe early-onset obesity and marked hyperphagia.,
614961,Orphanet: Pontocerebellar hypoplasia type 8,&lt;1 / 1 000 000,"Infancy,Neonatal","Pontocerebellar hypoplasia type 8 (PCH8) is a novel very rare form of pontocerebellar hypoplasia (see this term) characterized clinically by progressive microencephaly, feeding difficulties, severe developmental delay, although walking may be achieved, hypotonia often associated with increased muscle tone of lower extremities and deep tendon reflexes, joint deformities in the lower extremities, and occasionally complex seizures. PCH8 is caused by a loss-of-function mutation in the ","PCH8,Pontocerebellar hypoplasia due to CHMP1A mutation"
616645,Orphanet: Malignant migrating focal seizures of infancy,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare epileptic and developmental encephalopathy characterized by seizure onset during the first months of life, focal seizures arising independently in both hemispheres, marked drug resistance, and severe, long-term cognitive disability.","Epilepsy of infancy with migrating focal seizures,MMPEI,MMPSI,MPEI,MPSI,Malignant migrating partial epilepsy of infancy,Malignant migrating partial seizures of infancy,Migrating partial epilepsy of infancy,Migrating partial seizures of infancy"
614947,Orphanet: Combined oxidative phosphorylation defect type 15,&lt;1 / 1 000 000,"Infancy,Childhood","Combined oxidative phosphorylation defect type 15 is a rare mitochondrial disease due to a defect in mitochondrial protein synthesis characterized by onset in infancy or early childhood of muscular hypotonia, gait ataxia, mild bilateral pyramidal tract signs, developmental delay (affecting mostly speech and coordination) and subsequent intellectual disability. Short stature, obesity, microcephaly, strabismus, nystagmus, reduced visual acuity, lactic acidosis, and a brain neuropathology consistent with Leigh syndrome are also reported.",COXPD15
614946,Orphanet: Combined oxidative phosphorylation defect type 14,&lt;1 / 1 000 000,"Neonatal,Infancy","Combined oxidative phosphorylation defect type 14 is a rare mitochondrial disease due to a defect in mitochondrial protein synthesis characterized by neonatal or infancy-onset of seizures that are refractory to treatment, delayed or absent psychomotor development and lactic acidosis. Additional manifestations reported include poor feeding, failure to thrive, microcephaly, hypotonia, anemia and thrombocytopenia.",COXPD14
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
618535,Orphanet: Autosomal recessive hypohidrotic ectodermal dysplasia,Unknown,"Infancy,Neonatal",,
617337,Orphanet: Autosomal dominant hypohidrotic ectodermal dysplasia,&lt;1 / 1 000 000,"Infancy,Neonatal",,
614937,Orphanet: Familial cortical myoclonus,&lt;1 / 1 000 000,Adult,"Familial cortical myoclonus is a rare, genetic movement disorder characterized by autosomal dominant, adult-onset, slowly progressive, multifocal, cortical myoclonus. Patients present somatosensory-evoked, brief, jerky, involuntary movements in the face, arms and legs, associated in most cases with sustained, multiple, sudden falls without loss of consciousness. Seizures or other neurological deficits, aside from mild cerebellar ataxia late in the course of the illness, are absent.",
618801,Orphanet: Primary ciliary dyskinesia,-,Neonatal,"A rare, genetically heterogeneous, primarily respiratory disorder characterized by chronic upper and lower respiratory tract disease. Approximately half of the patients have an organ laterality defect (situs inversus totalis or situs ambiguus/heterotaxy).",PCD
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
614932,Orphanet: Combined oxidative phosphorylation defect type 13,&lt;1 / 1 000 000,Infancy,"Combined oxidative phosphorylation defect type 13 is a rare mitochondrial disease due to a defect in mitochondrial protein synthesis characterized by normal early development followed by the sudden onset in infancy of poor feeding, dysphagia, truncal (followed by global) hypotonia, motor regression, abnormal movements (i.e. severe dystonia of limbs, choreoathetosis, facial dyskinesias) and reduced tendon reflexes. The disease course is severe but nonprogressive.",COXPD13
614931,Orphanet: Pure hair and nail ectodermal dysplasia,&lt;1 / 1 000 000,"Infancy,Neonatal","Pure hair and nail ectodermal dysplasia is characterised by the association of onychodystrophy and severe hypotrichosis, which is mainly limited to the scalp but may also affect the eyelashes and eyebrows. Less than 20 cases have been reported so far. The mode of transmission is autosomal dominant.","HNED,Hair-nail ectodermal dysplasia,PHNED"
614931,Orphanet: Pure hair and nail ectodermal dysplasia,&lt;1 / 1 000 000,"Infancy,Neonatal","Pure hair and nail ectodermal dysplasia is characterised by the association of onychodystrophy and severe hypotrichosis, which is mainly limited to the scalp but may also affect the eyelashes and eyebrows. Less than 20 cases have been reported so far. The mode of transmission is autosomal dominant.","HNED,Hair-nail ectodermal dysplasia,PHNED"
617565,Orphanet: Perrault syndrome,&lt;1 / 1 000 000,"Adolescent,Childhood,Adult","Perrault syndrome (PS) is characterized by the association of ovarian dysgenesis in females with sensorineural hearing impairment. In more recent PS reports, some authors have described neurologic abnormalities, notably progressive cerebellar ataxia and intellectual deficit.","XX gonodal dysgenesis-deafness syndrome,XX gonodal dysgenesis-hearing loss syndrome"
614924,Orphanet: Leukoencephalopathy thalamus and brainstem anomalies high lactate syndrome,&lt;1 / 1 000 000,"Neonatal,Infancy","Leukoencephalopathy-thalamus and brainstem anomalies-high lactate (LTBL) syndrome is a rare, genetic neurological disorder defined by early-onset of neurologic symptoms, biphasic clinical course, unique MRI features (incl. extensive, symmetrical, deep white matter abnormalities), and increased lactate in body fluids. The severe form is characterized by delayed psychomotor development, seizures, early-onset hypotonia, and persistently increased lactate levels. The mild form usually presents with irritability, psychomotor regression after six months of age, and temporary high lactate levels, with overall clinical improvement from the second year onward.","COXPD12,Combined oxidative phosphorylation defect type 12,LTBL"
614923,Orphanet: Autism epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,&lt;1 / 1 000 000,-,"A rare disorder of branched-chain amino acid metabolism characterized by childhood-onset epilepsy, autism and intellectual disability with reduced levels of plasma branched chain aminoacids.",
614922,Orphanet: Combined oxidative phosphorylation defect type 11,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by a highly variable phenotype which ranges from a fatal neonatal/infantile encephalomyopathy with lactic acidosis, hyporeflexia/areflexia, severe hypotonia and respiratory failure to less severe cases presenting with central hypotonia, global developmental delay, congenital sensorineural hearing loss, and renal disease. Additional, variably observed, clinical features include intellectual disability, seizures, and cardiomyopathy.",COXPD11
614921,Orphanet: PGM1 CDG,&lt;1 / 1 000 000,"Neonatal,Infancy","A rare, genetic, congenital disorder of glycosylation and glycogen storage disease characterized by a wide range of clinical manifestations, most commonly presenting with bifid uvula with or without cleft palate at birth, associated with growth delay, hepatopathy with elevated aminotransferase serum levels, myopathy (including exercise-related fatigue, exercise intolerance, muscle weakness), intermittent hypoglycemia, and dilated cardiomyopathy and/or cardiac arrest, due to decreased phosphoglucomutase 1 enzyme activity. Less common manifestations include malignant hyperthermia, rhabdomyolysis, and hypogonadotropic hypogonadism with delayed puberty.","CDG syndrome type It,CDG-It,CDG1T,Congenital disorder of glycosylation type 1t,Congenital disorder of glycosylation type It,PGM1-related congenital disorder of glycosylation,Phosphoglucomutase-1 deficiency"
617370,Orphanet: Infantile Refsum disease,Unknown,Allages,"Infantile Refsum disease (IRD) is the mildest variant of the peroxisome biogenesis disorders, Zellweger syndrome spectrum (PBD- ZSS; see this term), characterized by hypotonia, retinitis pigmentosa, developmental delay, sensorineural hearing loss and liver dysfunction. Phenotypic overlap is seen between IRD and neonatal adrenoleukodystrophy (NALD) (see this term).",IRD
615441,Orphanet: Catecholaminergic polymorphic ventricular tachycardia,1-5 / 10 000,"Adult,Childhood,Adolescent","A rare, severe genetic arrhythmogenic disorder of the structurally normal heart characterized by catecholamine-induced ventricular tachycardia (VT) manifesting as syncope and sudden death in young individuals.","Bidirectional ventricular tachycardia induced by catecholamine,CPVT,Malignant paroxysmal ventricular tachycardia,Polymorphic ventricular tachycardia induced by catecholamines"
